2020-10-15 19:19:46,153 | root | INFO | This message will be logged
2020-10-15 19:19:46,153 | root | DEBUG | This message will not be logged
2020-10-15 19:22:04,296 | root | INFO | Example of logging with ISO-8601 timestamp
2020-10-15 19:33:03,115 root.<module> +6: INFO     [7207] This message will be logged
2020-10-15 19:53:34,839 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #100000 to Dictionary(161313 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:35,138 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #110000 to Dictionary(169521 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:35,439 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #120000 to Dictionary(177470 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:35,734 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #130000 to Dictionary(185272 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:36,010 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #140000 to Dictionary(192728 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:36,298 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #150000 to Dictionary(199769 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:36,570 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #160000 to Dictionary(206763 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:36,861 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #170000 to Dictionary(213271 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:37,170 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #180000 to Dictionary(219598 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:37,458 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #190000 to Dictionary(225831 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:37,749 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #200000 to Dictionary(231801 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:38,049 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #210000 to Dictionary(238425 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:38,345 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #220000 to Dictionary(244198 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:38,648 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #230000 to Dictionary(249839 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:38,956 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #240000 to Dictionary(254978 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:39,288 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #250000 to Dictionary(259828 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:39,649 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #260000 to Dictionary(265405 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:39,979 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #270000 to Dictionary(270883 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:40,310 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #280000 to Dictionary(275900 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:40,620 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #290000 to Dictionary(280614 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:40,946 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #300000 to Dictionary(285128 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:41,260 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #310000 to Dictionary(287951 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:41,621 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #320000 to Dictionary(287951 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:41,941 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #330000 to Dictionary(287951 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:42,240 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #340000 to Dictionary(287951 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:42,553 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #350000 to Dictionary(287951 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:42,835 gensim.corpora.dictionary.add_documents +209: INFO     [7239] adding document #360000 to Dictionary(287951 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...)
2020-10-15 19:53:42,894 gensim.corpora.dictionary.add_documents +216: INFO     [7239] built Dictionary(287951 unique tokens: ['五角星', '件', '伦伦', '余', '周小伦']...) from 361744 documents (total 6374836 corpus positions)
2020-10-15 20:33:15,459 gensim.models.ldamodel.init_dir_prior +557: INFO     [7239] using symmetric alpha at 0.1
2020-10-15 20:33:15,460 gensim.models.ldamodel.init_dir_prior +557: INFO     [7239] using symmetric eta at 0.1
2020-10-15 20:33:15,498 gensim.models.ldamodel.__init__ +481: INFO     [7239] using serial LDA version on this node
2020-10-15 20:33:15,744 gensim.models.ldamulticore.update +243: INFO     [7239] running online LDA training, 10 topics, 1 passes over the supplied corpus of 361744 documents, updating every 22000 documents, evaluating every ~110000 documents, iterating 50x with a convergence threshold of 0.001000
2020-10-15 20:33:15,753 gensim.models.ldamulticore.update +279: INFO     [7239] training LDA model using 11 processes
2020-10-15 20:33:15,852 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #0 = documents up to #2000/361744, outstanding queue size 1
2020-10-15 20:33:15,863 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #1 = documents up to #4000/361744, outstanding queue size 2
2020-10-15 20:33:16,397 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #2 = documents up to #6000/361744, outstanding queue size 3
2020-10-15 20:33:16,400 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #3 = documents up to #8000/361744, outstanding queue size 4
2020-10-15 20:33:16,403 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #4 = documents up to #10000/361744, outstanding queue size 5
2020-10-15 20:33:16,407 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #5 = documents up to #12000/361744, outstanding queue size 6
2020-10-15 20:33:16,410 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #6 = documents up to #14000/361744, outstanding queue size 7
2020-10-15 20:33:16,412 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #7 = documents up to #16000/361744, outstanding queue size 8
2020-10-15 20:33:16,415 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #8 = documents up to #18000/361744, outstanding queue size 9
2020-10-15 20:33:16,419 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #9 = documents up to #20000/361744, outstanding queue size 10
2020-10-15 20:33:16,423 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #10 = documents up to #22000/361744, outstanding queue size 11
2020-10-15 20:33:16,426 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #11 = documents up to #24000/361744, outstanding queue size 12
2020-10-15 20:33:16,429 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #12 = documents up to #26000/361744, outstanding queue size 13
2020-10-15 20:33:16,432 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #13 = documents up to #28000/361744, outstanding queue size 14
2020-10-15 20:33:16,435 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #14 = documents up to #30000/361744, outstanding queue size 15
2020-10-15 20:33:16,439 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #15 = documents up to #32000/361744, outstanding queue size 16
2020-10-15 20:33:16,441 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #16 = documents up to #34000/361744, outstanding queue size 17
2020-10-15 20:33:16,444 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #17 = documents up to #36000/361744, outstanding queue size 18
2020-10-15 20:33:16,447 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #18 = documents up to #38000/361744, outstanding queue size 19
2020-10-15 20:33:16,450 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #19 = documents up to #40000/361744, outstanding queue size 20
2020-10-15 20:33:16,453 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #20 = documents up to #42000/361744, outstanding queue size 21
2020-10-15 20:33:16,456 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #21 = documents up to #44000/361744, outstanding queue size 22
2020-10-15 20:33:16,577 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #22 = documents up to #46000/361744, outstanding queue size 23
2020-10-15 20:33:16,865 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #23 = documents up to #48000/361744, outstanding queue size 24
2020-10-15 20:33:17,093 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #24 = documents up to #50000/361744, outstanding queue size 25
2020-10-15 20:33:17,262 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #25 = documents up to #52000/361744, outstanding queue size 26
2020-10-15 20:33:17,471 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #26 = documents up to #54000/361744, outstanding queue size 27
2020-10-15 20:33:17,747 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #27 = documents up to #56000/361744, outstanding queue size 28
2020-10-15 20:33:17,955 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #28 = documents up to #58000/361744, outstanding queue size 29
2020-10-15 20:33:18,149 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #29 = documents up to #60000/361744, outstanding queue size 29
2020-10-15 20:33:18,385 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #30 = documents up to #62000/361744, outstanding queue size 29
2020-10-15 20:33:18,668 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #31 = documents up to #64000/361744, outstanding queue size 29
2020-10-15 20:33:18,797 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #32 = documents up to #66000/361744, outstanding queue size 29
2020-10-15 20:33:19,232 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #33 = documents up to #68000/361744, outstanding queue size 29
2020-10-15 20:33:19,537 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #34 = documents up to #70000/361744, outstanding queue size 29
2020-10-15 20:33:19,761 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #35 = documents up to #72000/361744, outstanding queue size 29
2020-10-15 20:33:20,066 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #36 = documents up to #74000/361744, outstanding queue size 29
2020-10-15 20:33:20,327 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #37 = documents up to #76000/361744, outstanding queue size 29
2020-10-15 20:33:21,114 gensim.models.ldamodel.blend +230: INFO     [7239] merging changes from 24000 documents into a model of 361744 documents
2020-10-15 20:33:21,664 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #3 (0.100): 0.013*"说" + 0.007*"喜欢" + 0.006*"想" + 0.005*"做" + 0.005*"爱" + 0.005*"回复" + 0.004*"真的" + 0.004*"中" + 0.004*"中国" + 0.003*"里"
2020-10-15 20:33:21,669 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #5 (0.100): 0.007*"中" + 0.006*"说" + 0.005*"想" + 0.004*"回复" + 0.004*"朋友" + 0.003*"老师" + 0.003*"生活" + 0.003*"中国" + 0.003*"加油" + 0.002*"喜欢"
2020-10-15 20:33:21,673 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #8 (0.100): 0.009*"喜欢" + 0.006*"岁" + 0.005*"说" + 0.004*"回复" + 0.003*"笑" + 0.003*"做" + 0.003*"分享" + 0.003*"吃" + 0.003*"哈哈哈" + 0.002*"图片"
2020-10-15 20:33:21,676 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #2 (0.100): 0.008*"说" + 0.007*"太" + 0.006*"男人" + 0.005*"回复" + 0.004*"女人" + 0.004*"可爱" + 0.003*"吃" + 0.003*"做" + 0.003*"围脖" + 0.003*"快乐"
2020-10-15 20:33:21,679 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #9 (0.100): 0.007*"第名" + 0.005*"想" + 0.005*"回复" + 0.004*"哈哈哈" + 0.004*"说" + 0.004*"可爱" + 0.003*"喜欢" + 0.003*"真的" + 0.003*"谢谢" + 0.003*"中国"
2020-10-15 20:33:21,685 gensim.models.ldamodel.do_mstep +1049: INFO     [7239] topic diff=9.728626, rho=1.000000
2020-10-15 20:33:21,688 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #38 = documents up to #78000/361744, outstanding queue size 27
2020-10-15 20:33:23,202 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #39 = documents up to #80000/361744, outstanding queue size 18
2020-10-15 20:33:23,205 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #40 = documents up to #82000/361744, outstanding queue size 19
2020-10-15 20:33:23,208 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #41 = documents up to #84000/361744, outstanding queue size 20
2020-10-15 20:33:23,211 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #42 = documents up to #86000/361744, outstanding queue size 21
2020-10-15 20:33:23,214 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #43 = documents up to #88000/361744, outstanding queue size 22
2020-10-15 20:33:23,217 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #44 = documents up to #90000/361744, outstanding queue size 23
2020-10-15 20:33:23,219 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #45 = documents up to #92000/361744, outstanding queue size 24
2020-10-15 20:33:23,222 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #46 = documents up to #94000/361744, outstanding queue size 25
2020-10-15 20:33:23,225 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #47 = documents up to #96000/361744, outstanding queue size 26
2020-10-15 20:33:23,881 gensim.models.ldamodel.blend +230: INFO     [7239] merging changes from 22000 documents into a model of 361744 documents
2020-10-15 20:33:24,246 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #2 (0.100): 0.008*"说" + 0.007*"太" + 0.006*"男人" + 0.005*"女人" + 0.005*"回复" + 0.004*"可爱" + 0.003*"吃" + 0.003*"做" + 0.003*"哈哈哈" + 0.003*"围脖"
2020-10-15 20:33:24,249 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #6 (0.100): 0.007*"说" + 0.006*"回复" + 0.005*"支持" + 0.004*"孩子" + 0.004*"爱" + 0.004*"中国" + 0.004*"喜欢" + 0.004*"太" + 0.004*"分享" + 0.003*"笑"
2020-10-15 20:33:24,252 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #7 (0.100): 0.007*"回复" + 0.006*"说" + 0.005*"吃" + 0.004*"谢谢" + 0.004*"粉丝" + 0.004*"中国" + 0.003*"中" + 0.003*"幸福" + 0.003*"爱" + 0.003*"真"
2020-10-15 20:33:24,254 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #4 (0.100): 0.006*"爱" + 0.006*"说" + 0.004*"想" + 0.004*"微博" + 0.004*"吃" + 0.004*"真的" + 0.003*"快乐" + 0.003*"回复" + 0.003*"喜欢" + 0.003*"围脖"
2020-10-15 20:33:24,257 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #1 (0.100): 0.007*"说" + 0.004*"啊啊啊" + 0.004*"回复" + 0.004*"粉丝" + 0.003*"朋友" + 0.003*"关注" + 0.003*"中" + 0.003*"里" + 0.003*"新" + 0.003*"太"
2020-10-15 20:33:24,262 gensim.models.ldamodel.do_mstep +1049: INFO     [7239] topic diff=0.429196, rho=0.277350
2020-10-15 20:33:24,265 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #48 = documents up to #98000/361744, outstanding queue size 26
2020-10-15 20:33:25,397 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #49 = documents up to #100000/361744, outstanding queue size 21
2020-10-15 20:33:25,400 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #50 = documents up to #102000/361744, outstanding queue size 22
2020-10-15 20:33:25,403 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #51 = documents up to #104000/361744, outstanding queue size 23
2020-10-15 20:33:25,406 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #52 = documents up to #106000/361744, outstanding queue size 24
2020-10-15 20:33:25,409 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #53 = documents up to #108000/361744, outstanding queue size 25
2020-10-15 20:33:25,412 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #54 = documents up to #110000/361744, outstanding queue size 26
2020-10-15 20:33:25,706 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #55 = documents up to #112000/361744, outstanding queue size 26
2020-10-15 20:33:25,960 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #56 = documents up to #114000/361744, outstanding queue size 27
2020-10-15 20:33:26,271 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #57 = documents up to #116000/361744, outstanding queue size 27
2020-10-15 20:33:26,530 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #58 = documents up to #118000/361744, outstanding queue size 27
2020-10-15 20:33:26,836 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #59 = documents up to #120000/361744, outstanding queue size 27
2020-10-15 20:33:27,238 gensim.models.ldamodel.blend +230: INFO     [7239] merging changes from 22000 documents into a model of 361744 documents
2020-10-15 20:33:27,564 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #5 (0.100): 0.007*"中" + 0.006*"说" + 0.005*"想" + 0.004*"回复" + 0.004*"朋友" + 0.003*"老师" + 0.003*"中国" + 0.003*"加油" + 0.003*"生活" + 0.003*"请"
2020-10-15 20:33:27,567 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #0 (0.100): 0.007*"做" + 0.007*"说" + 0.007*"想" + 0.006*"回复" + 0.006*"哈哈哈" + 0.005*"请" + 0.005*"一种" + 0.003*"爱" + 0.003*"微博" + 0.003*"男人"
2020-10-15 20:33:27,572 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #9 (0.100): 0.008*"第名" + 0.006*"想" + 0.005*"回复" + 0.004*"哈哈哈" + 0.004*"说" + 0.004*"可爱" + 0.003*"真的" + 0.003*"喜欢" + 0.003*"谢谢" + 0.003*"中国"
2020-10-15 20:33:27,577 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #2 (0.100): 0.008*"说" + 0.007*"男人" + 0.007*"太" + 0.006*"女人" + 0.005*"可爱" + 0.005*"回复" + 0.003*"吃" + 0.003*"做" + 0.003*"哈哈哈" + 0.003*"围脖"
2020-10-15 20:33:27,581 gensim.models.ldamodel.show_topics +1171: INFO     [7239] topic #6 (0.100): 0.007*"说" + 0.006*"回复" + 0.006*"支持" + 0.004*"孩子" + 0.004*"中国" + 0.004*"爱" + 0.004*"分享" + 0.004*"喜欢" + 0.004*"太" + 0.004*"笑"
2020-10-15 20:33:27,587 gensim.models.ldamodel.do_mstep +1049: INFO     [7239] topic diff=0.042916, rho=0.204124
2020-10-15 20:33:27,593 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #60 = documents up to #122000/361744, outstanding queue size 27
2020-10-15 20:33:28,465 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #61 = documents up to #124000/361744, outstanding queue size 23
2020-10-15 20:33:28,468 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #62 = documents up to #126000/361744, outstanding queue size 24
2020-10-15 20:33:28,716 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #63 = documents up to #128000/361744, outstanding queue size 24
2020-10-15 20:33:28,719 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #64 = documents up to #130000/361744, outstanding queue size 25
2020-10-15 20:33:28,722 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #65 = documents up to #132000/361744, outstanding queue size 26
2020-10-15 20:33:29,006 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #66 = documents up to #134000/361744, outstanding queue size 26
2020-10-15 20:33:29,283 gensim.models.ldamulticore.update +297: INFO     [7239] PROGRESS: pass 0, dispatched chunk #67 = documents up to #136000/361744, outstanding queue size 26
